,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,paita,-5.0892,-81.1144,74.26,71,27,13.69,PE,1650914377
367,tarko-sale,64.9225,77.785,10.4,93,21,9.35,RU,1650914503
368,santa isabel do rio negro,-0.4139,-65.0192,87.71,67,47,4.05,BR,1650913996
369,mamakan,57.8161,114.0028,24.89,87,100,3.29,RU,1650914503
370,linares,-35.85,-71.6,54.95,89,100,3.87,CL,1650914503
371,togur,58.3631,82.8265,34.09,86,80,7.52,RU,1650914504
372,xam nua,20.4197,104.0439,68.14,79,8,3.4,LA,1650914504
373,riberalta,-10.9833,-66.1,91.6,58,75,11.5,BO,1650914504
374,svetlogorsk,52.6333,29.7333,51.57,90,62,6.67,BY,1650914297
375,portland,45.5234,-122.6762,57.9,83,100,5.75,US,1650914193
376,contamana,-7.3333,-75.0167,84.06,66,99,3.76,PE,1650914505
377,spartanburg,34.9496,-81.9321,85.69,46,0,11.5,US,1650914492
378,hofn,64.2539,-15.2082,41.02,87,100,6.91,IS,1650914386
379,freeport,40.6576,-73.5832,60.48,48,100,16.11,US,1650914506
380,port blair,11.6667,92.75,80.64,83,20,2.3,IN,1650914257
381,igdir,39.9237,44.045,64.33,45,40,3.44,TR,1650914506
382,zhezkazgan,47.8043,67.7144,51.71,38,6,5.01,KZ,1650914507
383,tashara,55.5195,83.5094,36.39,72,72,7.02,RU,1650914507
384,sosua,19.7667,-70.5167,87.22,65,20,17.27,DO,1650914507
385,bayan,46.0833,127.4,62.74,65,100,24.72,CN,1650914507
386,ilulissat,69.2167,-51.1,28.42,80,100,0.0,GL,1650913911
387,prince albert,53.2001,-105.7677,33.75,55,20,13.8,CA,1650914452
388,thunder bay,48.4001,-89.3168,36.28,60,75,13.8,CA,1650914497
389,zhanaozen,43.3,52.8,67.12,23,5,10.67,KZ,1650914508
390,fatwa,25.5167,85.3167,80.69,13,0,6.42,IN,1650914508
391,karasjok,69.4719,25.5112,23.31,90,32,4.03,NO,1650914509
392,vao,-22.6667,167.4833,74.8,54,100,21.9,NC,1650914264
393,vitim,59.4511,112.5578,25.77,96,100,5.14,RU,1650914374
394,bethel,41.3712,-73.414,64.65,35,40,11.5,US,1650914166
395,grafton,42.207,-71.6856,66.25,29,0,6.91,US,1650914509
396,sao joao dos patos,-6.495,-43.7022,85.37,55,10,5.82,BR,1650914510
397,mollendo,-17.0231,-72.0147,70.27,75,100,8.97,PE,1650914510
398,gisborne,-38.6533,178.0042,52.27,85,12,3.0,NZ,1650914510
399,kemi,65.8596,24.8228,35.37,93,20,1.14,FI,1650914511
400,matagami,49.7502,-77.6328,50.11,81,100,10.36,CA,1650914334
401,yar-sale,66.8333,70.8333,14.79,96,53,8.37,RU,1650914321
402,gondanglegi,-7.7479,112.0132,75.65,91,100,1.05,ID,1650914511
403,berdigestyakh,62.0989,126.6992,4.35,99,86,0.6,RU,1650914512
404,mezen,65.8522,44.24,33.44,91,100,4.92,RU,1650914512
405,coahuayana,18.7333,-103.6833,88.57,38,12,8.32,MX,1650914513
406,kaeo,-35.1,173.7833,55.33,95,59,4.43,NZ,1650914513
407,boysun,38.2061,67.1986,62.38,51,99,4.18,UZ,1650914513
408,grand gaube,-20.0064,57.6608,73.38,75,63,3.0,MU,1650914021
409,palana,59.1167,159.9667,24.48,91,100,10.71,RU,1650914514
410,cervo,43.6702,-7.4101,57.96,85,89,7.78,ES,1650914514
411,necochea,-38.5473,-58.7368,64.35,38,1,5.79,AR,1650914383
412,faya,18.3851,42.4509,64.51,51,0,4.74,SA,1650914318
413,manacapuru,-3.2997,-60.6206,84.27,74,100,3.53,BR,1650914515
414,boa vista,2.8197,-60.6733,91.38,55,40,4.61,BR,1650914515
415,tecoanapa,16.5167,-98.75,86.27,55,6,11.3,MX,1650914515
416,shubarkuduk,49.1447,56.4872,52.39,36,100,4.88,KZ,1650914515
417,veracruz,19.3333,-96.6667,93.69,35,17,9.84,MX,1650914516
418,provideniya,64.3833,-173.3,23.88,84,78,12.12,RU,1650913895
419,dustlik,40.5247,68.0358,64.09,42,100,4.09,UZ,1650914516
420,richmond,37.5538,-77.4603,86.67,52,75,8.05,US,1650914287
421,coihueco,-36.6167,-71.8333,52.54,87,100,6.91,CL,1650914517
422,norman wells,65.282,-126.8329,41.04,60,75,5.75,CA,1650914322
423,le port,-20.9373,55.2919,73.62,79,10,7.14,RE,1650914353
424,port augusta,-32.5,137.7667,63.25,79,100,4.99,AU,1650914382
425,taksimo,56.3444,114.8794,21.97,80,62,3.94,RU,1650914518
426,lazurne,46.084,32.5295,52.68,78,0,7.74,UA,1650914518
427,keetmanshoop,-26.5833,18.1333,54.52,26,0,4.61,NA,1650914518
428,santa maria,-29.6842,-53.8069,82.78,67,83,12.91,BR,1650914306
429,deputatskiy,69.3,139.9,0.12,99,100,2.39,RU,1650914519
430,mildura,-34.2,142.15,62.56,63,100,4.61,AU,1650914519
431,atambua,-9.1061,124.8925,70.02,75,85,3.62,ID,1650914520
432,rocha,-34.4833,-54.3333,65.82,96,100,3.02,UY,1650914361
433,kavieng,-2.5744,150.7967,80.85,78,97,10.25,PG,1650914165
434,mackenzie,55.2999,-123.1698,50.22,40,75,9.22,CA,1650914520
435,kuytun,54.3419,101.5036,26.08,75,87,4.7,RU,1650914521
436,sedalia,38.7045,-93.2283,55.11,50,0,15.01,US,1650914521
437,geraldton,-28.7667,114.6,68.41,73,100,12.66,AU,1650914325
438,libreville,0.3925,9.4537,80.49,84,83,7.72,GA,1650914521
439,sovetskaya,44.7769,41.1722,59.67,79,15,8.72,RU,1650914522
440,staraya poltavka,50.4772,46.4814,59.5,67,59,10.04,RU,1650914522
441,moron,-34.6534,-58.6198,78.8,77,12,8.75,AR,1650914502
442,lorengau,-2.0226,147.2712,80.28,81,45,5.84,PG,1650914523
443,belaya gora,68.5333,146.4167,-4.04,100,82,2.15,RU,1650914523
444,ivankiv,50.9386,29.8943,53.8,88,94,6.08,UA,1650914523
445,sao filipe,14.8961,-24.4956,77.18,63,2,10.29,CV,1650914314
446,kutiyana,21.6233,69.9817,82.36,54,0,5.79,IN,1650914524
447,oksfjord,70.2396,22.3479,30.38,90,100,13.49,NO,1650914390
448,prince rupert,54.3161,-130.3201,44.29,81,100,17.27,CA,1650914104
449,labrea,-7.2586,-64.7981,89.58,57,47,5.23,BR,1650914524
450,tautira,-17.7333,-149.15,80.51,75,13,9.64,PF,1650914525
451,ngunguru,-35.6167,174.5,58.86,83,4,9.17,NZ,1650914379
452,boyolangu,-8.1181,111.8935,76.05,91,98,1.7,ID,1650914525
453,sioux lookout,50.1001,-91.917,19.47,79,100,12.66,CA,1650914118
454,deep river,46.1001,-77.4995,47.95,99,100,1.21,CA,1650914320
455,erenhot,43.6475,111.9767,37.31,28,0,20.94,CN,1650914526
456,mtama,-10.3,39.3667,73.22,98,97,1.23,TZ,1650914526
457,kisangani,0.5167,25.2,72.66,86,96,1.39,CD,1650914526
458,sosnovo-ozerskoye,52.5249,111.5418,21.65,42,5,6.13,RU,1650914527
459,erzin,36.9559,36.2,65.86,60,0,1.79,TR,1650914527
460,palu,-0.8917,119.8707,75.29,95,100,3.0,ID,1650914527
461,bhagwantnagar,26.2333,80.75,89.49,13,0,4.27,IN,1650914528
462,okato,-39.2,173.8833,58.17,85,54,1.99,NZ,1650914528
463,gorele,41.0308,39.0031,64.35,57,7,5.95,TR,1650914528
464,egvekinot,66.3167,-179.1667,13.77,85,82,9.35,RU,1650914529
465,konstantinovka,49.6167,127.9833,37.42,97,100,15.99,RU,1650914529
466,kirakira,-10.4544,161.9205,79.99,83,100,2.17,SB,1650914282
467,narok,-1.0783,35.8601,59.32,95,100,4.41,KE,1650914529
468,kendari,-3.945,122.4989,74.53,94,10,2.55,ID,1650914530
469,karatau,43.1667,70.4667,51.87,59,100,4.9,KZ,1650914530
470,guerrero negro,27.9769,-114.0611,81.27,23,0,8.3,MX,1650914276
471,esperance,-33.8667,121.9,69.28,42,100,25.21,AU,1650914323
472,bintulu,3.1667,113.0333,75.61,94,20,3.44,MY,1650914374
473,payo,-3.7508,103.6372,73.65,99,100,1.92,ID,1650914254
474,ust-kut,56.7938,105.7672,22.78,98,87,3.06,RU,1650914531
475,haimen,23.1935,116.6142,73.29,92,2,4.32,CN,1650914531
476,fairbanks,64.8378,-147.7164,46.36,55,20,4.61,US,1650914308
477,ternovka,51.678,41.6375,57.96,69,100,6.82,RU,1650914532
478,la tiza,7.75,-80.2833,90.01,99,100,7.9,PA,1650914532
479,marawi,7.9986,124.2928,69.98,92,99,2.59,PH,1650914533
480,cambrils,41.0748,1.0524,62.01,73,0,3.44,ES,1650914533
481,hambantota,6.1241,81.1185,80.87,81,8,2.66,LK,1650914533
482,saint anthony,45.0205,-93.218,38.25,68,100,19.57,US,1650914007
483,lafia,8.4833,8.5167,90.18,45,66,1.01,NG,1650914534
484,namatanai,-3.6667,152.4333,78.4,81,100,4.54,PG,1650914315
485,waipawa,-41.4122,175.5153,49.77,83,91,2.1,NZ,1650914534
486,dogondoutchi,13.6393,4.0287,93.99,8,100,7.18,NE,1650914534
487,farafenni,13.5667,-15.6,102.81,11,0,8.88,GM,1650914535
488,dinajpur,25.6272,88.6386,80.11,63,0,7.67,BD,1650914535
489,cabedelo,-6.9811,-34.8339,84.87,80,87,13.11,BR,1650914535
490,sainte-marie,-20.8968,55.5496,73.56,80,100,10.36,RE,1650914536
491,pangnirtung,66.1451,-65.7125,24.8,86,100,20.71,CA,1650914361
492,stornoway,58.2093,-6.3865,48.16,80,100,14.97,GB,1650914355
493,acara,-1.9608,-48.1967,83.66,78,95,4.61,BR,1650914537
494,portsmouth,50.799,-1.0913,55.0,73,69,1.99,GB,1650914537
495,chuy,-33.6971,-53.4616,65.57,97,100,2.75,UY,1650914300
496,manggar,-2.8833,108.2667,79.88,83,100,2.66,ID,1650914537
497,algiers,36.7525,3.042,58.82,82,0,6.91,DZ,1650914409
498,sorland,67.667,12.6934,35.46,61,100,24.56,NO,1650914538
499,cape canaveral,28.4058,-80.6048,86.07,59,0,10.36,US,1650914462
500,lookan,5.037,120.1027,82.31,78,83,2.08,PH,1650914538
501,surgut,61.25,73.4167,37.58,64,0,4.47,RU,1650914539
502,alice springs,-23.7,133.8833,51.35,100,41,0.0,AU,1650914359
503,nelson bay,-32.7167,152.15,61.0,96,100,4.41,AU,1650914446
504,jiangyou,31.7667,104.7167,67.95,65,71,0.94,CN,1650914539
505,cairns,-16.9167,145.7667,75.07,100,100,4.61,AU,1650914540
506,russell,32.3502,-85.1999,84.96,40,47,4.94,US,1650914540
507,lasa,46.6166,10.7002,50.88,98,100,1.57,IT,1650914265
508,talnakh,69.4865,88.3972,1.2,98,100,4.25,RU,1650914393
509,doka,13.5167,35.7667,93.06,13,13,6.91,SD,1650914540
510,dulce grande,23.0,-102.1667,81.43,9,0,3.18,MX,1650914541
511,awbari,26.5921,12.7805,84.24,10,100,11.07,LY,1650914541
512,salur,18.5333,83.2167,84.99,64,14,2.39,IN,1650914541
513,porto novo,6.4965,2.6036,84.02,81,11,7.56,BJ,1650914542
514,huanren,41.2647,125.3667,51.31,95,2,4.63,CN,1650914542
515,pathein,16.7833,94.7333,79.47,83,2,6.17,MM,1650914543
516,shetpe,44.1667,52.1167,69.22,27,33,3.4,KZ,1650914269
517,usevya,-7.1,31.2333,67.6,96,89,3.2,TZ,1650914543
518,stockbridge,33.5443,-84.2338,85.86,47,8,7.31,US,1650914543
519,tupik,54.4253,119.9327,27.0,73,100,4.94,RU,1650914544
520,ordu,40.9086,37.6845,39.7,56,6,6.82,TR,1650914544
521,puerto narino,-3.7703,-70.3831,82.76,85,97,1.63,CO,1650914544
522,sarh,9.1429,18.3923,85.91,58,20,0.0,TD,1650914545
523,padang,-0.9492,100.3543,77.76,86,100,3.31,ID,1650914378
524,aden,12.7794,45.0367,83.62,79,18,13.53,YE,1650914545
525,umm lajj,25.0213,37.2685,78.6,45,0,6.35,SA,1650914546
526,khandbari,27.3747,87.2039,70.02,47,1,3.74,NP,1650914404
527,henderson,36.0397,-114.9819,79.83,15,0,16.11,US,1650914546
528,bronnoysund,65.4625,12.1997,39.2,65,75,18.41,NO,1650914546
529,rockport,28.0206,-97.0544,86.04,77,75,14.97,US,1650914537
530,buchanan,5.8808,-10.0467,80.6,83,100,10.18,LR,1650914372
531,shizuishan,39.2333,106.7694,49.71,17,0,16.17,CN,1650914547
532,bilma,18.6853,12.9164,96.03,9,0,9.13,NE,1650914547
533,ketchikan,55.3422,-131.6461,46.87,76,100,9.22,US,1650914548
534,sokoni,-6.4333,39.55,82.54,78,27,9.33,TZ,1650914548
535,vanimo,-2.6741,141.3028,77.27,90,99,5.17,PG,1650914161
536,kununurra,-15.7667,128.7333,67.98,88,100,0.0,AU,1650914548
537,chiredzi,-21.05,31.6667,71.73,74,4,4.45,ZW,1650914327
538,riohacha,11.5444,-72.9072,84.99,62,100,8.21,CO,1650914448
539,bakchar,57.0186,82.0711,33.76,84,86,5.57,RU,1650914549
540,wazirganj,28.2167,79.05,87.51,15,20,5.66,IN,1650914549
541,rock springs,41.5875,-109.2029,46.24,48,40,1.01,US,1650914550
542,masuguru,-11.3667,38.4167,73.44,94,98,3.31,TZ,1650914550
543,puerto santander,8.3636,-72.4063,81.81,66,100,2.8,CO,1650914550
544,nyrob,60.733,56.7202,35.38,100,100,2.86,RU,1650914550
545,hajdusamson,47.6,21.7667,55.08,67,0,8.05,HU,1650914551
546,tarboro,35.8968,-77.5358,86.09,37,0,9.22,US,1650914551
547,puerto cabello,10.4731,-68.0125,77.36,91,100,13.06,VE,1650914551
548,waspan,14.7419,-83.9717,83.77,71,45,5.48,NI,1650914552
549,olafsvik,64.8945,-23.7142,45.28,70,98,4.43,IS,1650914319
550,walvis bay,-22.9575,14.5053,61.75,72,0,4.61,NA,1650914313
551,aligudarz,33.4006,49.6949,51.37,74,100,3.15,IR,1650914552
552,ardakan,32.31,54.0175,76.17,32,100,8.81,IR,1650914475
553,pachperwa,27.5167,82.65,82.67,13,0,4.85,IN,1650914553
554,imbituba,-28.24,-48.6703,78.85,64,54,17.38,BR,1650914553
555,alyangula,-13.8483,136.4192,81.19,77,92,4.81,AU,1650914310
556,lae,-6.7221,146.9847,75.18,84,70,6.33,PG,1650914553
557,gobabis,-22.45,18.9667,66.96,39,58,11.3,NA,1650914554
558,vanavara,60.34,102.2797,28.35,97,100,4.36,RU,1650914338
559,roma,43.2128,-75.4557,76.37,35,20,17.27,US,1650914554
560,naron,43.5167,-8.1528,61.65,80,92,1.95,ES,1650914554
